,id,category,data
7174,7174,烦恼-恋爱,请问这样的他可靠吗我和他是在老家经过别人介绍认识的第一次见面经人介绍第一次见面印象还可以然后每天都通电话一个月左右回去见第二面是你回去你跑了又聊着聊着一个月左右回去见第三面还是你回去了写到这我笑了哦总体来说你对他印象很好也喜欢他的性格这么说吧相亲嘛目标本来就是找对象的你们每天不停地打着电话你是不冷不热爱理不理还是热情大方地传递着一种叫感情的东西没理由是前者因为那样你根本就不会不止一次地回去见他后者他能感觉到你的好感在对象概念干扰下他的举动你不觉得可以给予一点点的理解吗虽然反感但不要把这事当作判他死刑的证据继续考察吧延长对他的考察期
7201,7201,烦恼-恋爱,有句话说女孩不是因为美丽而美丽而是因为可爱而美丽是这样的吗在这里有成熟男士吗我可以依我的经验告诉你女孩最吸引男孩的是内在气质一开始注意的是外表然后内在占了上风内在最重要比漂亮的徒有其表要重要
7209,7209,烦恼-两性问题,性生活结束后他不抽出怎么办他射精完了却不肯抽出去怎么办很玩皮嘛
7229,7229,烦恼-两性问题,做爱时该想些什么呢什么也不想想舒服就好
7236,7236,烦恼-恋爱,有个问题麻烦帮我看看给出明确的回答谢谢我向大家请教一个问题我们关系还不很稳固她可能是借此要找机会抛弃我根据她的过去情况很有可能会跟主管有不该发生的事这点比较不重要没有公积金你好好问问自己你爱她吗你打算好了吗以后要跟她结婚吗这些问题都不想好那还是算了吧还有父母那一关你能过吗你父母同意你和一个身体不好的女孩子在一起吗你对她没有诚意首先你没有主动把她带回家其次她有难的时候你没有很尽力的去帮她如果她上班了跟别的男人回家见父母怎么办别人能帮她啊从经济上从别的方面以后她会比你现实自己想清楚
7244,7244,烦恼-恋爱,他有没忘记前女友不值得首先说好话讨好女孩子本身是带有虚伪性的目的很明显就是要骗取你的欢心至于他是否对你真心就要留待时间考验了总之现在他说好话没有任何参考价值其次你以为他忘记了以前的跟你好上就会一心一意跟你在一起说不定哪天又认识了一个更好的然后故伎重演呢这种见异思迁的男人想问你一句你还有把握守得住吗趁早清醒吧天下专情的男人多的是相信你能找到一个只属于你的男人而不是博爱的男人祝你好运以上片面之词希望对你有所启发晚安
7247,7247,烦恼-夫妻,我马上就要结婚了可是我还犹豫不决不知道该不该嫁我男朋友对我这事你得考虑好了常言说的好爱屋及乌如果真的爱你就不应该对家人的一些非故意的行为产生如此严重的偏见当然也不是否认他对你的爱也许只是狭义的有针对性的爱如果选择了结婚那么就必须要考虑好以后可能跟家人产生的矛盾
7281,7281,烦恼-恋爱,路过的一定要进来噢我想请教大家一般你们多久会将自己男友或女友以你自己的感觉为主如果他让你感到不舒服还是不要把他带回家因为如果你自己现在都接受不了更何况以后一起的生活呢
7302,7302,烦恼-两性问题,等我六十岁以后后男人和我性交时会感到我的阴道怎么样呢不论多大年龄的时候做爱都会使阴道扩张如果长时间做会使阴道松弛但做爱高潮时阴道会热烈收缩爱液流出阴蒂突出兴奋浑身快感无限但如果现在你没有性经历最好将第一次留给最爱你的人
7314,7314,烦恼-交友技巧,一个朋友问你借了钱但忘还你怎么开口问要我也正遇到这样的苦恼我相信对方不会忘记不可能忘记我也不想把钱要回来不要去想努力工作努力的做自己真的不要去想就像没有发生过那样因为我们太善良不要为这样的事情惩罚自己或许他并不是你想要的朋友
7318,7318,烦恼-恋爱,如何让女人离不开你前提是除开钱背景和地位就是一个什么都没有钱的用钱没钱的就对女人好现实追女孩不就这两招嘛
7322,7322,烦恼-恋爱,我爱上了一个女孩但是她对我没有意思我还有希望吗今年过年的时努力继续追女人最怕的是死缠硬磨只要你有心你会追到她的不管怎么样在追她的过程中不要考虑太多该有的承诺一点都不能少该说的甜言蜜语一句都不能落该花的钱一个子都不能省该送的礼物一定不能缺该存的信息一定不能删该不留的信息一个字也不能要追女孩子一定要有恒心要有信心要有毅力我现在的女朋友是我追了一年多才追上的我和她是在网上认识的她总是和我玩消失莫名其妙的就会没有信息但是我还是追到了去年年底我们见的面从认识到见面一年多的时间其实恋爱很累追一个女孩子更难祝福你兄弟努力吧记得过节要在一起她在上海你可以去找她你在上海也不会太难找工作让她知道你做的所有都是为了她她会和你在一起的
7351,7351,烦恼-夫妻,作为女人应该找寻什么样的婚姻一个女人到底是应该找一个有钱的可以找一个相爱的吧我就是因为找了一个条件不错而我却不爱他的男人结了婚可是婚后的生活我才体会到没有爱情的婚姻真的是度日如年即使他没有钱但是你们是相爱的你也会感到很快乐幸福
7369,7369,烦恼-校园生活,岁的大学生还是童子鸡连女朋友都没有交过正常吗从小到大都你的情况属于梦遗梦遗是大脑皮层受到性刺激伴随产生的射精反映通常梦遗个性交射精是不一样的没有人的梦遗射精是长时间的所以这未必说明你在现实生活中会出现早泄现象你还没有破身所以你是很个很传统的男孩其实自己的生活是要让自己开心就好了不要和别人去比较年轻人要做的事情很多你可以在适当的时候找个朋友不过还是希望你能找到属于自己的爱情既然你已经快大学毕业了那不妨在到社会在找那样可以更稳定祝福你
7389,7389,烦恼-恋爱,我爱上了一个爱玩网络游戏的女人我爱上了一个爱玩网络游戏的女人如果你是玩玩而已就花钱去追求好了怎么花钱呢当然是花钱请人带她练级帮她买顶级装备一同去享受梦想但是准备当妻子结婚的话你先看看你身体好不好看看你脾气好不好看看你钱够不够我相信当你每天看着她只关心游戏里面的人物而不关心你的时候估计你是欲哭无泪了爱问才知道不问不知道田田田爱问就会红敢答才会赢
7425,7425,烦恼-两性问题,有点怪有点坏问大家一个有点怪也有点坏的问题恨一个人就我只知道去离婚的一般都不吵架了狂占地补充夫妻没有不吵嘴的不吵架少了些烟火气比较的闷谁能保证一年天天天都是好心情啊但吵架也是一门艺术互相指责或生闷气是没有意义的我父母以前天天吵吵的可爱家里的东西被我爸砸的差不多了所以直到年代初我家才勉强算是步入小康他们离婚了现在我和先生定了规矩一次只许一个人说话想说难听的话必须手写老板叫了再补
7429,7429,烦恼-情感情绪,如何能让自己理智成熟一点分析自己的优缺点找出不足遇事的时候要针对缺点去考虑还有多听听身边人的建议分析自己的优缺点找出不足遇事的时候要针对缺点去考虑还有多听听身边人的建议我认为冷静会让你变得理智一些多思考一些问题会让你成熟一些不要老是生活在回忆里迎接新的生活这样就可以开朗一点了吧经历更多的事更多的人受更多的伤思想的成熟对很多事情有自己的成熟的看法不管是对与错心态的成熟对很多事情能持有很成熟的心态不会对一些事情大惊小怪行为的成熟个人的一言一行反映了自己内心的成熟程度对自己的言行要求要严格不能随便一多对自己的所做的事情反思并及时的征求他人对自己的反馈意见从他人的眼睛和反应中看到真实的自己二乐意把自己感觉到的不足承认并给自己时间向周围的朋友学习三坚持让自己从一点开始成熟起来取得自我成长的经验然后主动的推广到自己其他的方面假如对你有用请给好评啊行动或者说话之前多思考一下再决定怎么做或者怎么说你就会越来越理智并成熟起来多经历一些事情就好了可以经历一些事情最好的办法就是读书需要时间和经历的磨练遇到多想想多听听别人的经验无论是成功或者是失败都是你的宝贵收获冷静会让你变得理智一些多思考一些问题会让你成熟一些不要老是生活在回忆里迎接新的生活这样就可以开朗一点了吧我是这么认为的额刚才的被屏蔽了感觉要发火的时候先深呼吸超级有效还有吧就是什么事情都看开点别冲动冲动是魔鬼说话时该说的时说不该说的时候就不要说把自己看作是大人做事还是一样的这样就行了做事下决定时多想一想听听别人的意见和看法
7458,7458,烦恼-恋爱,爱情他是水瓶座的我是白羊座的我很喜欢他他是高我一届的学长情爱就是男女之间的吸引只要互相吸引就成为两情相悦就是爱情通常情爱不会维持很久因为它太强烈无法维持但是请爱会转变成亲情还是爱但是内涵不同了
7468,7468,烦恼-交友技巧,做错事情了心里很难受很自责怎么办是女孩因为身体不好的原因没自责因个人失误或错误而感到内疚谴责自己是人之常情积极的自责既是一种对他人的道歉也是一种自我心灵的解脱它既可以化冲突为祥和又会使两人真诚相待消极的自责常常表现为过度的责备自己致使自产生沮丧悔恨郁闷绝望等心理还会影响身心健康我觉得你正处在一个消极的自责中他说了好多难听的话他骂我我都无所谓你为什么这样宽容他为了比较暧昧的关系你们相识在网上相互之间缺少了解沟通也受到限制未知的情况会越来越多他还会这样骂你下去同样你对他了解之后也会发现许多不实之处你骂他会接受吗可以看出他只能接受网络上谎话中的你真实的你他不能接受时就骂他对你缺少起码的理解尊重更谈不上原谅和宽容了在不信任的基础上建立的关系有必要发展下去吗以误解埋怨为开端的交往会有快乐的结果吗况且你还不知道真实的这个人你是否喜欢是否靠得住不要为了网上一个虚无缥缈的人自找苦吃与自己过不去较劲不靠谱不值得迅速摆脱放下这个交往理智起来开始清醒真实的生活
